RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
2432,Eniss Shabani,al ALB,CC,Mainz 05,de Bundesliga,19,2003,0.1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2433,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27,1995,28.4,2098.0,1792.0,297.0,36.0,2.0,13.0,89,195.0,38.0,20.0,7.0,0.0,1757.0,9.0,37.0
4869,Jonjo Shelvey,eng ENG,CC,Newcastle Utd,eng Premier League,30,1992,6.4,328.0,294.0,34.0,29.0,3.0,8.0,13,1.0,0.0,0.0,0.0,0.0,240.0,0.0,1.0
4873,Eldor Shomurodov,uz UZB,DL,Spezia,it Serie A,27,1995,10.3,238.0,217.0,21.0,0.0,3.0,0.0,3,1.0,0.0,0.0,0.0,0.0,168.0,0.0,9.0
2438,Kaj Sierhuis,nl NED,"DL,CC",Reims,fr Ligue 1,24,1998,2.4,64.0,59.0,3.0,0.0,1.0,0.0,6,1.0,0.0,0.0,0.0,0.0,33.0,2.0,3.0
2439,Vincent Sierro,ch SUI,CC,Toulouse,fr Ligue 1,26,1995,7.4,408.0,367.0,38.0,7.0,2.0,7.0,25,2.0,21.0,11.0,8.0,0.0,321.0,3.0,8.0
2440,Kiliann Sildillia,fr FRA,"DF,CC",Freiburg,de Bundesliga,20,2002,22.0,1103.0,893.0,207.0,20.0,1.0,5.0,26,187.0,0.0,0.0,0.0,0.0,787.0,3.0,26.0
2441,André Silva,pt POR,DL,RB Leipzig,de Bundesliga,26,1995,19.3,477.0,443.0,33.0,1.0,5.0,2.0,4,4.0,0.0,0.0,0.0,0.0,349.0,1.0,25.0
2442,Bernardo Silva,pt POR,"CC,DL",Manchester City,eng Premier League,27,1994,24.5,1543.0,1468.0,73.0,15.0,3.0,10.0,75,48.0,7.0,0.0,2.0,0.0,1317.0,2.0,27.0
2443,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25,1997,32.2,1963.0,1540.0,418.0,98.0,3.0,6.0,169,242.0,78.0,40.0,33.0,0.0,1478.0,5.0,38.0
2444,David Silva,es ESP,CC,Real Sociedad,es La Liga,36,1986,21.5,1165.0,1120.0,37.0,16.0,9.0,5.0,20,6.0,3.0,1.0,2.0,0.0,983.0,8.0,17.0
2445,Rui Silva,pt POR,PO,Betis,es La Liga,28,1994,26.0,886.0,562.0,320.0,106.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,593.0,4.0,0.0
2446,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,26.1,2042.0,1976.0,59.0,54.0,1.0,15.0,2,2.0,0.0,0.0,0.0,0.0,1856.0,7.0,8.0
2447,Marco Silvestri,it ITA,PO,Udinese,it Serie A,31,1991,38.0,1177.0,783.0,391.0,89.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,916.0,3.0,0.0
2448,Abdallah Sima,sn SEN,DL,Angers,fr Ligue 1,21,2001,20.4,374.0,334.0,39.0,0.0,1.0,1.0,16,6.0,0.0,0.0,0.0,0.0,274.0,1.0,15.0
2449,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,16.2,1108.0,992.0,113.0,13.0,3.0,7.0,14,100.0,0.0,0.0,0.0,0.0,901.0,3.0,26.0
2450,Giovanni Simeone,ar ARG,DL,Napoli,it Serie A,27,1995,4.5,106.0,104.0,2.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,76.0,0.0,4.0
2451,Ellis Simms,eng ENG,DL,Everton,eng Premier League,21,2001,2.5,62.0,62.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
2452,Simo,es ESP,DF,Espanyol,es La Liga,17,2005,1.6,61.0,57.0,4.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0
2453,Moses Simon,ng NGA,"DL,CC",Nantes,fr Ligue 1,27,1995,26.1,725.0,657.0,63.0,13.0,3.0,2.0,140,9.0,40.0,19.0,10.0,0.0,463.0,5.0,36.0
2454,Unai Simón,es ESP,PO,Athletic Club,es La Liga,25,1997,30.5,951.0,703.0,245.0,59.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,690.0,3.0,0.0
2455,Lassine Sinayoko,ml MLI,"CC,DL",Auxerre,fr Ligue 1,22,1999,17.4,555.0,550.0,5.0,0.0,1.0,5.0,30,3.0,0.0,0.0,0.0,0.0,413.0,0.0,19.0
2456,Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,22.7,1138.0,923.0,207.0,20.0,3.0,7.0,56,187.0,0.0,0.0,0.0,0.0,853.0,8.0,19.0
2457,Luis Sinisterra,co COL,DL,Leeds United,eng Premier League,23,1999,9.6,339.0,336.0,3.0,0.0,2.0,4.0,7,3.0,0.0,0.0,0.0,0.0,273.0,0.0,9.0
2458,Daley Sinkgraven,nl NED,"DF,CC",Leverkusen,de Bundesliga,27,1995,3.8,209.0,174.0,35.0,2.0,0.0,1.0,3,33.0,0.0,0.0,0.0,0.0,159.0,0.0,5.0
2459,Tobias Sippel,de GER,PO,M'Gladbach,de Bundesliga,34,1988,5.7,260.0,193.0,67.0,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0
2460,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,0.2,7.0,5.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2461,Salvatore Sirigu,it ITA,PO,Fiorentina,it Serie A,35,1987,1.0,38.0,26.0,12.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
2462,Ibrahima Sissoko,ml MLI,CC,Strasbourg,fr Ligue 1,24,1997,14.6,636.0,617.0,18.0,15.0,2.0,6.0,10,3.0,0.0,0.0,0.0,0.0,489.0,1.0,23.0
2463,Moussa Sissoko,fr FRA,CC,Nantes,fr Ligue 1,32,1989,21.3,787.0,753.0,34.0,21.0,0.0,2.0,23,11.0,0.0,0.0,0.0,0.0,628.0,0.0,22.0
4929,Tim Skarke,de GER,"DF,CC",Union Berlin,de Bundesliga,25,1996,5.5,181.0,158.0,22.0,2.0,0.0,1.0,30,9.0,11.0,4.0,6.0,0.0,116.0,1.0,10.0
2466,Ellyes Skhiri,tn TUN,CC,Köln,de Bundesliga,27,1995,31.7,1717.0,1647.0,65.0,52.0,1.0,9.0,13,12.0,0.0,0.0,0.0,0.0,1505.0,5.0,23.0
2467,Oliver Skipp,eng ENG,CC,Tottenham,eng Premier League,21,2000,16.6,772.0,755.0,12.0,7.0,1.0,4.0,10,0.0,0.0,0.0,0.0,0.0,660.0,5.0,14.0
2468,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,22,1999,4.7,357.0,344.0,12.0,11.0,0.0,9.0,0,1.0,0.0,0.0,0.0,0.0,306.0,1.0,1.0
2469,Łukasz Skorupski,pl POL,PO,Bologna,it Serie A,31,1991,37.0,1216.0,854.0,357.0,79.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,957.0,5.0,0.0
2470,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26,1996,15.0,728.0,533.0,195.0,18.0,2.0,7.0,75,146.0,31.0,10.0,10.0,1.0,509.0,0.0,21.0
2471,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27,1995,19.7,1397.0,1328.0,67.0,43.0,1.0,13.0,5,22.0,0.0,0.0,0.0,0.0,1275.0,2.0,6.0
2472,Naatan Skyttä,fi FIN,CC,Toulouse,fr Ligue 1,20,2002,0.3,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2473,Islam Slimani,dz ALG,DL,Brest,fr Ligue 1,34,1988,11.0,367.0,347.0,20.0,3.0,4.0,1.0,9,1.0,0.0,0.0,0.0,0.0,261.0,0.0,12.0
2474,Chris Smalling,eng ENG,DF,Roma,it Serie A,32,1989,31.2,1344.0,1315.0,27.0,25.0,1.0,4.0,1,2.0,0.0,0.0,0.0,0.0,1173.0,2.0,10.0
2475,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31,1991,32.7,1264.0,987.0,276.0,22.0,0.0,2.0,48,254.0,0.0,0.0,0.0,0.0,953.0,1.0,29.0
2476,Emile Smith Rowe,eng ENG,"CC,DL",Arsenal,eng Premier League,22,2000,1.9,85.0,81.0,4.0,0.0,0.0,0.0,5,0.0,4.0,2.0,0.0,0.0,74.0,0.0,1.0
2477,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,21,2000,5.2,355.0,340.0,15.0,11.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,287.0,0.0,3.0
4957,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,30,1991,2.5,210.0,180.0,28.0,3.0,0.0,0.0,27,25.0,0.0,0.0,0.0,0.0,162.0,2.0,4.0
2480,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,30,1991,19.6,1004.0,798.0,199.0,9.0,1.0,2.0,17,189.0,1.0,0.0,1.0,0.0,751.0,7.0,20.0
2481,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27,1995,9.7,391.0,323.0,68.0,4.0,0.0,2.0,19,64.0,0.0,0.0,0.0,0.0,298.0,0.0,3.0
2482,Rubén Sobrino,es ESP,"CC,DL",Cádiz,es La Liga,30,1992,27.4,618.0,603.0,10.0,1.0,1.0,3.0,12,7.0,0.0,0.0,0.0,0.0,444.0,5.0,21.0
2483,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23,1999,3.9,198.0,150.0,48.0,4.0,0.0,0.0,12,44.0,0.0,0.0,0.0,0.0,158.0,0.0,5.0
2484,Dominic Solanke,eng ENG,"DL,CC",Bournemouth,eng Premier League,24,1997,31.8,533.0,479.0,52.0,0.0,3.0,1.0,13,4.0,0.0,0.0,0.0,0.0,363.0,2.0,34.0
2485,Augusto Solari,ar ARG,CC,Celta Vigo,es La Liga,30,1992,2.9,125.0,122.0,1.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,94.0,2.0,4.0
2486,Ola Solbakken,no NOR,"CC,DL",Roma,it Serie A,23,1998,5.6,159.0,148.0,11.0,3.0,1.0,1.0,12,2.0,6.0,6.0,0.0,0.0,112.0,0.0,3.0
2487,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21,2001,6.6,348.0,333.0,12.0,11.0,0.0,2.0,1,1.0,0.0,0.0,0.0,0.0,270.0,3.0,6.0
4977,Carlos Soler,es ESP,CC,Valencia,es La Liga,25,1997,15.899999999999999,764.0,721.0,41.0,14.0,3.0,2.0,38,5.0,21.0,10.0,8.0,0.0,636.0,2.0,18.0
2490,François-Joseph Sollacaro,fr FRA,PO,Ajaccio,fr Ligue 1,28,1994,6.0,142.0,80.0,62.0,22.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
2491,Manor Solomon,il ISR,DL,Fulham,eng Premier League,23,1999,6.4,207.0,202.0,4.0,1.0,1.0,0.0,4,3.0,0.0,0.0,0.0,0.0,175.0,1.0,4.0
4985,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,33,1988,29.0,1358.0,1109.0,247.0,59.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,1149.0,2.0,2.0
4989,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20,2002,8.1,354.0,283.0,69.0,0.0,1.0,0.0,20,69.0,0.0,0.0,0.0,0.0,265.0,2.0,12.0
2496,David Soria,es ESP,PO,Getafe,es La Liga,29,1993,38.0,1136.0,620.0,509.0,162.0,0.0,19.0,0,0.0,0.0,0.0,0.0,0.0,610.0,7.0,1.0
2497,Roberto Soriano,it ITA,"DL,CC",Bologna,it Serie A,31,1991,14.7,605.0,595.0,10.0,4.0,5.0,3.0,11,6.0,0.0,0.0,0.0,0.0,486.0,0.0,15.0
2498,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24,1998,21.7,1458.0,1134.0,322.0,68.0,1.0,12.0,255,175.0,79.0,29.0,44.0,0.0,1076.0,2.0,23.0
2499,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20,2002,7.6,379.0,363.0,16.0,16.0,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,308.0,0.0,4.0
2500,Hugo Sotelo,es ESP,CC,Celta Vigo,es La Liga,18,2003,0.2,23.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2501,Florian Sotoca,fr FRA,"CC,DL",Lens,fr Ligue 1,31,1990,33.9,1536.0,1472.0,58.0,12.0,10.0,21.0,99,39.0,1.0,0.0,0.0,0.0,1172.0,6.0,48.0
2502,Riccardo Sottil,it ITA,DL,Fiorentina,it Serie A,23,1999,9.3,266.0,264.0,2.0,1.0,2.0,2.0,31,1.0,0.0,0.0,0.0,0.0,209.0,0.0,7.0
2503,Tomáš Souček,cz CZE,CC,West Ham,eng Premier League,27,1995,31.3,994.0,982.0,12.0,10.0,0.0,6.0,20,0.0,1.0,1.0,0.0,0.0,709.0,0.0,28.0
2504,Matìas Soulé,ar ARG,"CC,DL",Juventus,it Serie A,19,2003,4.7,168.0,156.0,12.0,1.0,0.0,3.0,6,9.0,2.0,2.0,0.0,0.0,138.0,0.0,3.0
2505,Moussa Soumano,fr FRA,DL,Ajaccio,fr Ligue 1,17,2005,5.5,67.0,57.0,8.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,43.0,2.0,4.0
2506,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30,1992,20.7,1075.0,1021.0,48.0,47.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,996.0,6.0,5.0
2507,Boubakary Soumaré,fr FRA,CC,Leicester City,eng Premier League,23,1999,18.1,902.0,895.0,7.0,6.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,776.0,0.0,19.0
2508,Arnaud Souquet,fr FRA,"DF,DL",Montpellier,fr Ligue 1,30,1992,4.0,137.0,111.0,26.0,3.0,1.0,0.0,7,23.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0
2509,Dyego Sousa,pt POR,DL,Almería,es La Liga,32,1989,5.9,160.0,150.0,9.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,107.0,1.0,7.0
2510,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,23,1998,11.0,555.0,531.0,19.0,17.0,1.0,9.0,0,2.0,0.0,0.0,0.0,0.0,448.0,5.0,3.0
2511,Vinicius Souza,br BRA,CC,Espanyol,es La Liga,23,1999,27.0,909.0,885.0,24.0,23.0,0.0,9.0,4,0.0,0.0,0.0,0.0,0.0,726.0,0.0,16.0
2512,Djibril Sow,ch SUI,CC,Eint Frankfurt,de Bundesliga,25,1997,29.4,1557.0,1510.0,38.0,32.0,6.0,2.0,5,3.0,0.0,0.0,0.0,0.0,1324.0,9.0,20.0
2513,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26,1996,5.9,309.0,292.0,14.0,12.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,241.0,3.0,2.0
2514,Kevin Spadanuda,ch SUI,"CC,DL",Ajaccio,fr Ligue 1,25,1997,11.8,264.0,251.0,13.0,1.0,0.0,1.0,5,11.0,0.0,0.0,0.0,0.0,212.0,0.0,5.0
5031,Djed Spence,eng ENG,"DL,DF",Tottenham,eng Premier League,21,2000,6.5,324.0,274.0,50.0,7.0,0.0,0.0,4,43.0,0.0,0.0,0.0,0.0,283.0,0.0,6.0
2517,Stijn Spierings,nl NED,CC,Toulouse,fr Ligue 1,26,1996,34.7,2085.0,2005.0,75.0,68.0,1.0,35.0,21,7.0,0.0,0.0,0.0,0.0,1778.0,5.0,40.0
2518,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29,1993,18.4,989.0,806.0,179.0,14.0,4.0,14.0,57,165.0,0.0,0.0,0.0,0.0,750.0,4.0,21.0
2519,Marco Sportiello,it ITA,PO,Atalanta,it Serie A,30,1992,14.9,462.0,325.0,137.0,21.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0
2520,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26,1996,3.3,130.0,106.0,23.0,0.0,0.0,0.0,10,23.0,0.0,0.0,0.0,0.0,74.0,1.0,7.0
2521,Anton Stach,de GER,CC,Mainz 05,de Bundesliga,23,1998,23.0,897.0,832.0,60.0,29.0,6.0,5.0,62,5.0,26.0,20.0,3.0,0.0,619.0,5.0,23.0
2522,Kostas Stafylidis,gr GRE,"DF,CC",Bochum,de Bundesliga,28,1993,11.6,423.0,360.0,61.0,10.0,1.0,8.0,26,48.0,3.0,1.0,2.0,0.0,297.0,2.0,9.0
2523,Jens Stage,dk DEN,CC,Werder Bremen,de Bundesliga,25,1996,20.6,622.0,609.0,5.0,2.0,2.0,6.0,13,0.0,0.0,0.0,0.0,0.0,412.0,8.0,27.0
2524,Veit Stange,de GER,CC,Hertha BSC,de Bundesliga,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22,2000,6.4,633.0,583.0,50.0,4.0,0.0,1.0,8,45.0,1.0,0.0,0.0,0.0,577.0,0.0,4.0
2526,Junior Stanislas,eng ENG,CC,Bournemouth,eng Premier League,32,1989,0.7,28.0,27.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0
2527,Jay Stansfield,eng ENG,DL,Fulham,eng Premier League,19,2002,1.0,23.0,23.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0
2528,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27,1995,23.1,1244.0,1205.0,38.0,34.0,1.0,5.0,2,4.0,0.0,0.0,0.0,0.0,1027.0,1.0,10.0
2529,Jason Steele,eng ENG,PO,Brighton,eng Premier League,31,1990,15.0,541.0,471.0,67.0,12.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,478.0,3.0,0.0
2530,Calvin Stengs,nl NED,DL,Nice,fr Ligue 1,23,1998,2.4,100.0,94.0,6.0,0.0,2.0,2.0,3,3.0,3.0,2.0,0.0,0.0,82.0,0.0,0.0
2531,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,26,1996,3.7,223.0,172.0,51.0,8.0,0.0,6.0,21,34.0,9.0,2.0,7.0,0.0,174.0,0.0,3.0
5065,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28,1994,13.5,571.0,563.0,8.0,5.0,2.0,2.0,2,3.0,0.0,0.0,0.0,0.0,469.0,0.0,6.0
2534,Raheem Sterling,eng ENG,"DL,CC",Chelsea,eng Premier League,27,1994,21.0,685.0,662.0,21.0,0.0,6.0,0.0,46,7.0,7.0,7.0,0.0,0.0,514.0,2.0,33.0
2535,Angelo Stiller,de GER,CC,Hoffenheim,de Bundesliga,21,2001,7.8,363.0,353.0,8.0,3.0,2.0,3.0,6,3.0,1.0,0.0,1.0,0.0,279.0,2.0,13.0
2536,Lars Stindl,de GER,"DL,CC",M'Gladbach,de Bundesliga,33,1988,19.3,776.0,742.0,31.0,15.0,6.0,4.0,19,3.0,11.0,2.0,9.0,0.0,624.0,3.0,28.0
2537,Kevin Stöger,at AUT,CC,Bochum,de Bundesliga,28,1993,28.9,1607.0,1351.0,242.0,99.0,9.0,8.0,156,18.0,85.0,37.0,37.0,1.0,1114.0,14.0,36.0
2538,Petar Stojanović,si SVN,DF,Empoli,it Serie A,26,1995,17.0,1029.0,831.0,197.0,20.0,3.0,27.0,35,176.0,1.0,0.0,1.0,0.0,821.0,1.0,27.0
2539,John Stones,eng ENG,"DF,CC",Manchester City,eng Premier League,28,1994,20.5,1563.0,1496.0,66.0,17.0,1.0,14.0,6,45.0,1.0,0.0,0.0,0.0,1453.0,1.0,10.0
2540,Jørgen Strand Larsen,no NOR,DL,Celta Vigo,es La Liga,22,2000,18.9,339.0,310.0,27.0,3.0,0.0,4.0,4,0.0,0.0,0.0,0.0,0.0,232.0,2.0,3.0
2541,Tony Strata,fr FRA,"CC,DF",Ajaccio,fr Ligue 1,17,2004,1.5,37.0,29.0,8.0,1.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
2542,Gabriel Strefezza,br BRA,"DL,CC",Lecce,it Serie A,25,1997,27.1,886.0,805.0,71.0,19.0,6.0,23.0,121,17.0,35.0,15.0,10.0,0.0,553.0,10.0,36.0
2543,Dávid Strelec,sk SVK,DL,Spezia,it Serie A,21,2001,1.9,43.0,40.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0
2544,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,22,1999,24.4,1320.0,1065.0,250.0,28.0,0.0,3.0,21,222.0,0.0,0.0,0.0,0.0,1046.0,5.0,26.0
2545,Cristhian Stuani,uy URU,DL,Girona,es La Liga,35,1986,12.1,168.0,148.0,19.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,122.0,1.0,4.0
2546,Damián Suárez,uy URU,"DF,CC",Getafe,es La Liga,34,1988,21.6,962.0,705.0,255.0,38.0,0.0,25.0,78,204.0,13.0,7.0,5.0,0.0,649.0,2.0,28.0
2547,Denis Suárez,es ESP,"CC,DL",Espanyol,es La Liga,28,1994,10.5,452.0,402.0,49.0,16.0,2.0,1.0,37,4.0,26.0,9.0,11.0,0.0,331.0,1.0,10.0
2548,Mario Suárez,es ESP,"CC,DF",Rayo Vallecano,es La Liga,35,1987,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2549,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,24,1997,14.0,828.0,722.0,101.0,9.0,1.0,3.0,14,92.0,0.0,0.0,0.0,0.0,687.0,5.0,25.0
2550,Isaac Success,ng NGA,DL,Udinese,it Serie A,26,1996,20.2,570.0,552.0,11.0,0.0,9.0,8.0,13,0.0,0.0,0.0,0.0,0.0,372.0,7.0,23.0
2551,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,26,1995,23.5,1851.0,1751.0,99.0,47.0,1.0,34.0,16,52.0,0.0,0.0,0.0,0.0,1677.0,1.0,17.0
2552,Ibrahim Sulemana,gh GHA,CC,Hellas Verona,it Serie A,19,2003,7.2,183.0,183.0,0.0,0.0,0.0,3.0,2,0.0,0.0,0.0,0.0,0.0,133.0,0.0,7.0
5107,Kamaldeen Sulemana,gh GHA,"DL,CC",Southampton,eng Premier League,20,2002,14.299999999999999,420.0,406.0,11.0,1.0,1.0,3.0,28,5.0,1.0,0.0,0.0,0.0,316.0,3.0,18.0
2555,Crysencio Summerville,nl NED,DL,Leeds United,eng Premier League,20,2001,15.8,411.0,402.0,6.0,1.0,1.0,1.0,14,1.0,3.0,0.0,0.0,0.0,308.0,3.0,15.0
2556,Ivan Šunjić,hr CRO,CC,Hertha BSC,de Bundesliga,25,1996,11.0,361.0,350.0,11.0,4.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,270.0,0.0,11.0
2557,Sam Surridge,eng ENG,DL,Nott'ham Forest,eng Premier League,24,1998,3.6,81.0,77.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,40.0,1.0,3.0
2558,Suso,es ESP,"CC,DL",Sevilla,es La Liga,28,1993,11.8,572.0,520.0,47.0,12.0,6.0,17.0,79,11.0,21.0,7.0,8.0,1.0,444.0,5.0,14.0
2559,Yuito Suzuki,jp JPN,"DL,CC",Strasbourg,fr Ligue 1,20,2001,0.4,13.0,12.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
2560,Mattias Svanberg,se SWE,"CC,DL",Wolfsburg,de Bundesliga,23,1999,20.4,567.0,532.0,34.0,8.0,3.0,5.0,37,5.0,13.0,11.0,2.0,0.0,394.0,1.0,14.0
2561,Mile Svilar,rs SRB,PO,Roma,it Serie A,22,1999,3.0,77.0,56.0,21.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
2562,Williot Swedberg,se SWE,CC,Celta Vigo,es La Liga,18,2004,0.6,17.0,16.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
5127,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,28,1994,29.7,1655.0,1352.0,296.0,30.0,0.0,7.0,76,266.0,0.0,0.0,0.0,0.0,1292.0,7.0,44.0
2565,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,32,1990,27.5,789.0,581.0,206.0,52.0,0.0,5.0,0,1.0,0.0,0.0,0.0,0.0,625.0,2.0,1.0
2566,Dominik Szoboszlai,hu HUN,"CC,DL",RB Leipzig,de Bundesliga,21,2000,27.2,1580.0,1373.0,200.0,66.0,16.0,24.0,117,56.0,68.0,19.0,30.0,2.0,1262.0,7.0,46.0
5135,Alexander Sørloth,no NOR,DL,Real Sociedad,es La Liga,26,1995,26.6,483.0,451.0,29.0,0.0,1.0,1.0,8,1.0,0.0,0.0,0.0,0.0,331.0,3.0,18.0
2569,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,29,1992,33.2,1883.0,1602.0,276.0,19.0,0.0,1.0,68,256.0,1.0,0.0,0.0,0.0,1587.0,5.0,41.0
2570,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26,1996,27.6,1637.0,1591.0,44.0,30.0,0.0,6.0,3,2.0,0.0,0.0,0.0,0.0,1455.0,2.0,8.0
2571,Benjamin Tahirovic,ba BIH,CC,Roma,it Serie A,19,2003,3.9,156.0,153.0,3.0,2.0,0.0,1.0,5,1.0,0.0,0.0,0.0,0.0,133.0,0.0,3.0
2572,Waniss Taibi,fr FRA,CC,Angers,fr Ligue 1,20,2002,2.1,150.0,148.0,2.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,134.0,0.0,5.0
2573,Flavien Tait,fr FRA,CC,Rennes,fr Ligue 1,29,1993,18.7,1087.0,1052.0,32.0,25.0,4.0,8.0,7,4.0,3.0,0.0,0.0,0.0,933.0,3.0,23.0
2574,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24,1998,38.0,1970.0,1821.0,147.0,56.0,0.0,1.0,2,3.0,0.0,0.0,0.0,0.0,1753.0,2.0,10.0
2575,Thibault Tamas,fr FRA,DF,Montpellier,fr Ligue 1,21,2001,0.1,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2576,Adrien Tameze,cm CMR,CC,Hellas Verona,it Serie A,28,1994,33.7,1092.0,1020.0,64.0,49.0,0.0,6.0,21,4.0,0.0,0.0,0.0,0.0,835.0,8.0,30.0
2577,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23,1999,1.6,92.0,91.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
