RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019
2020,Andrea Raggi,it ITA,DF,Monaco,fr Ligue 1,34,1984,5.5,5,0.91,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
4043,Baba Rahman,gh GHA,DF,Reims,fr Ligue 1,24,1994,12.5,16,3.3400000000000003,13,2,0,0,1,0,1,0.09,1,0,0,0,0,0
2023,Ivan Rakitić,hr CRO,CC,Barcelona,es La Liga,30,1988,29.4,61,2.08,58,0,1,1,1,0,13,0.44,13,0,0,0,0,0
2024,Joe Ralls,eng ENG,CC,Cardiff City,eng Premier League,24,1993,21.8,61,2.8,28,26,1,4,1,1,2,0.09,0,2,0,0,0,0
2025,Jonás Ramalho,es ESP,DF,Girona,es La Liga,25,1993,18.0,12,0.67,8,1,0,0,3,0,2,0.11,0,0,0,0,2,0
2026,Benito Raman,be BEL,"CC,DL",Düsseldorf,de Bundesliga,23,1994,18.7,57,3.05,41,0,7,7,2,0,11,0.59,7,0,3,1,0,0
2027,Adil Rami,fr FRA,DF,Marseille,fr Ligue 1,32,1985,15.7,10,0.64,5,0,0,5,0,0,1,0.06,0,0,0,1,0,0
2028,Gastón Ramírez,uy URU,CC,Sampdoria,it Serie A,27,1990,17.5,61,3.48,40,14,3,1,3,0,8,0.46,4,2,1,0,1,0
2029,Sandro Ramírez,es ESP,"DL,CC",Real Sociedad,es La Liga,23,1995,11.7,47,4.01,29,5,5,3,5,0,1,0.09,0,1,0,0,0,0
2030,Iván Ramis,es ESP,DF,Eibar,es La Liga,33,1984,18.6,9,0.48,5,0,0,1,2,1,1,0.05,0,0,0,0,1,0
2031,Chris Ramos,es ESP,DL,Valladolid,es La Liga,21,1997,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2032,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,32,1986,27.5,29,1.05,23,1,1,2,1,1,5,0.18,4,0,0,1,0,0
2033,Aaron Ramsey,wls WAL,CC,Arsenal,eng Premier League,27,1990,14.8,48,3.25,41,0,3,3,0,1,10,0.68,9,0,1,0,0,0
2034,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,17,2000,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2035,Andrea Ranocchia,it ITA,"DF,DL",Inter,it Serie A,30,1988,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2036,Marcus Rashford,eng ENG,DL,Manchester Utd,eng Premier League,20,1997,25.9,81,3.12,55,4,8,6,7,1,13,0.5,8,0,4,1,0,0
2037,Milot Rashica,xk KVX,"DL,CC",Werder Bremen,de Bundesliga,22,1996,17.2,80,4.65,45,10,12,4,9,0,11,0.64,6,1,3,0,1,0
2038,Jacob Rasmussen,dk DEN,"DF,CC",Empoli,it Serie A,21,1997,11.3,6,0.53,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0
2039,Giacomo Raspadori,it ITA,DF,Sassuolo,it Serie A,18,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2040,Yoric Ravet,fr FRA,"DL,CC",Freiburg,de Bundesliga,28,1989,0.8,2,2.4,1,0,0,1,0,0,1,1.2,0,0,0,1,0,0
2041,Tim Ream,us USA,DF,Fulham,eng Premier League,30,1987,22.7,11,0.48,8,1,0,1,1,0,0,0.0,0,0,0,0,0,0
2042,Ante Rebić,hr CRO,"DL,CC",Eint Frankfurt,de Bundesliga,24,1993,22.0,88,4.0,52,1,19,5,9,2,9,0.41,6,0,3,0,0,0
2043,Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,23,1995,36.0,89,2.47,50,33,3,2,1,0,8,0.22,3,5,0,0,0,0
2044,Arkadiusz Reca,pl POL,DF,Atalanta,it Serie A,23,1995,0.5,2,3.75,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2045,Recio,es ESP,CC,Leganés,es La Liga,27,1991,14.3,28,1.96,23,1,0,1,2,1,1,0.07,1,0,0,0,0,0
2046,Nathan Redmond,eng ENG,"CC,DL",Southampton,eng Premier League,24,1994,36.3,135,3.72,101,1,17,10,3,3,11,0.3,8,0,1,1,0,1
2047,Vasco Regini,it ITA,"DF,DL",SPAL,it Serie A,27,1990,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2048,Sergio Reguilón,es ESP,DF,Real Madrid,es La Liga,21,1996,12.4,29,2.33,28,0,0,1,0,0,3,0.24,3,0,0,0,0,0
2049,Bobby Reid,jm JAM,"DL,CC",Cardiff City,eng Premier League,25,1993,15.8,37,2.34,25,0,3,5,4,0,7,0.44,4,0,1,2,0,0
2050,Pepe Reina,es ESP,PO,Milan,it Serie A,35,1982,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2051,Jeff Reine-Adélaïde,fr FRA,"DL,CC",Angers,fr Ligue 1,20,1998,28.4,100,3.52,67,0,13,3,14,3,9,0.32,7,0,1,1,0,0
2052,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,23,1994,23.0,7,0.3,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2053,Loïc Rémy,fr FRA,DL,Lille,fr Ligue 1,31,1987,13.4,24,1.79,15,0,2,5,2,0,5,0.37,3,0,1,0,1,0
2054,Michael Rensing,de GER,PO,Düsseldorf,de Bundesliga,34,1984,32.0,3,0.09,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
2055,Marco Reus,de GER,"CC,DL",Dortmund,de Bundesliga,29,1989,25.7,99,3.85,71,7,7,7,6,1,17,0.66,12,1,1,2,1,0
2056,Elvis Rexhbeçaj,de GER,CC,Wolfsburg,de Bundesliga,20,1997,12.7,25,1.97,22,0,0,0,2,1,5,0.39,4,0,0,0,1,0
2057,Diego Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,3.6,1,0.28,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2058,Baptiste Reynet,fr FRA,PO,Toulouse,fr Ligue 1,27,1990,30.0,12,0.4,9,3,0,0,0,0,0,0.0,0,0,0,0,0,0
2059,Simon Rhein,de GER,CC,Nürnberg,de Bundesliga,20,1998,5.5,4,0.73,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2060,Franck Ribéry,fr FRA,"CC,DL",Bayern Munich,de Bundesliga,35,1983,13.0,57,4.37,44,0,8,3,2,0,10,0.77,5,0,3,1,1,0
2061,Declan Rice,eng ENG,CC,West Ham,eng Premier League,19,1999,33.4,35,1.05,30,0,1,2,0,2,4,0.12,4,0,0,0,0,0
2062,Jazz Richards,wls WAL,"DF,CC",Cardiff City,eng Premier League,27,1991,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2063,Richarlison,br BRA,"DL,CC",Everton,eng Premier League,21,1997,29.6,86,2.9,49,0,8,13,15,1,11,0.37,4,0,2,3,2,0
2064,Marco Richter,de GER,"CC,DL",Augsburg,de Bundesliga,20,1997,15.8,65,4.1,39,2,15,6,3,0,12,0.76,8,0,2,2,0,0
2065,Diego Rico,es ESP,"DF,CC",Bournemouth,eng Premier League,25,1993,6.8,17,2.5,11,4,1,1,0,0,1,0.15,1,0,0,0,0,0
2066,Mikel Rico,es ESP,CC,Athletic Club,es La Liga,33,1984,2.7,2,0.74,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0
2067,Sergio Rico,es ESP,PO,Fulham,eng Premier League,24,1993,29.0,6,0.21,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2068,Asier Riesgo,es ESP,PO,Eibar,es La Liga,34,1983,14.0,3,0.21,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2069,Sascha Riether,de GER,DL,Schalke 04,de Bundesliga,35,1983,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2070,Emiliano Rigoni,ar ARG,"DL,CC",Atalanta,it Serie A,25,1993,5.8,25,4.32,18,2,2,3,0,0,3,0.52,2,0,0,1,0,0
2071,Luca Rigoni,it ITA,CC,Parma,it Serie A,33,1984,19.6,22,1.12,19,0,0,2,0,1,2,0.1,1,0,0,1,0,0
2072,Nicola Rigoni,it ITA,CC,Chievo,it Serie A,27,1990,21.7,31,1.43,27,0,1,1,2,0,3,0.14,3,0,0,0,0,0
2073,Kévin Rimane,gf GUF,CC,Paris S-G,fr Ligue 1,27,1991,0.1,1,18.0,1,0,0,0,0,0,1,18.0,1,0,0,0,0,0
2074,Tomás Rincón,ve VEN,CC,Torino,it Serie A,30,1988,31.1,81,2.6,56,8,5,3,6,3,7,0.23,4,1,0,0,1,1
2075,Renaud Ripart,fr FRA,"DL,DF",Nîmes,fr Ligue 1,25,1993,33.4,75,2.25,55,0,3,7,9,1,8,0.24,5,0,1,2,0,0
2076,Mihailo Ristić,rs SRB,"DF,CC",Montpellier,fr Ligue 1,22,1995,3.6,7,1.93,5,0,1,0,1,0,1,0.28,1,0,0,0,0,0
2077,Matt Ritchie,sct SCO,"DF,CC",Newcastle Utd,eng Premier League,28,1989,32.5,109,3.35,61,33,5,5,4,1,12,0.37,6,3,2,1,0,0
2078,Cristian Rivera,es ESP,CC,Huesca,es La Liga,21,1997,18.8,36,1.92,30,0,1,3,2,0,0,0.0,0,0,0,0,0,0
2079,Arjen Robben,nl NED,"DL,CC",Bayern Munich,de Bundesliga,34,1984,6.3,33,5.23,25,4,2,2,0,0,0,0.0,0,0,0,0,0,0
2080,Rober,es ESP,DF,Levante,es La Liga,23,1995,31.7,24,0.76,20,0,1,2,0,1,1,0.03,1,0,0,0,0,0
2081,Sergi Roberto,es ESP,"DF,CC",Barcelona,es La Liga,26,1992,23.2,52,2.24,44,3,0,1,4,0,10,0.43,8,1,0,0,1,0
2082,Patrick Roberts,eng ENG,"CC,DL",Girona,es La Liga,21,1997,6.7,25,3.74,16,1,7,1,0,0,3,0.45,2,0,0,1,0,0
2083,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,24,1994,35.7,94,2.63,87,1,3,1,2,0,18,0.5,17,0,1,0,0,0
2084,Joel Robles,es ESP,PO,Betis,es La Liga,28,1990,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2085,Marc Roca,es ESP,CC,Espanyol,es La Liga,21,1996,34.6,70,2.02,64,1,0,3,0,2,6,0.17,5,1,0,0,0,0
2086,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,20,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2087,Kenny Rocha Santos,cv CPV,CC,Saint-Étienne,fr Ligue 1,18,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2088,Rubén Rochina,es ESP,CC,Levante,es La Liga,27,1991,20.0,78,3.84,43,12,10,5,7,1,11,0.54,6,3,1,1,0,0
2089,Sebastian Rode,de GER,CC,Eint Frankfurt,de Bundesliga,27,1990,10.3,31,3.02,19,10,2,0,0,0,0,0.0,0,0,0,0,0,0
2090,Ronny Rodelin,fr FRA,"CC,DL",Guingamp,fr Ligue 1,28,1989,8.8,29,3.32,24,0,2,1,2,0,1,0.11,1,0,0,0,0,0
2091,Rodri,es ESP,CC,Atlético Madrid,es La Liga,22,1996,30.4,46,1.51,41,1,1,3,0,0,4,0.13,3,0,0,1,0,0
2092,Rodrigo,es ESP,DL,Valencia,es La Liga,27,1991,28.1,84,2.99,62,1,6,7,7,1,14,0.5,12,1,0,0,0,1
2093,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,24,1994,5.4,15,2.79,11,1,1,0,2,0,0,0.0,0,0,0,0,0,0
2094,Alejandro Rodríguez,es ESP,CC,Empoli,it Serie A,27,1991,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2095,Ángel Rodríguez,es ESP,DL,Getafe,es La Liga,31,1987,20.2,46,2.28,27,0,5,7,6,1,7,0.35,4,0,3,0,0,0
2096,Óscar Rodríguez Arnaiz,es ESP,CC,Leganés,es La Liga,20,1998,27.8,91,3.27,52,21,6,6,6,0,9,0.32,3,3,1,1,1,0
2097,James Rodríguez,co COL,CC,Bayern Munich,de Bundesliga,27,1991,12.6,83,6.58,56,19,1,6,1,0,8,0.63,5,2,0,0,1,0
2098,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,25,1992,33.9,60,1.77,53,3,2,0,1,1,5,0.15,4,0,1,0,0,0
4199,Marko Rog,hr CRO,CC,Napoli,it Serie A,23,1995,7.7,15,3.85,10,0,2,0,0,3,1,0.27,1,0,0,0,0,0
2101,Rogério,br BRA,"DF,CC",Sassuolo,it Serie A,20,1998,29.7,34,1.15,28,4,0,1,1,0,3,0.1,1,0,0,1,1,0
2102,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,3,1.27,2,0,0,1,0,0,1,0.42,0,0,0,1,0,0
4207,Diego Rolán,uy URU,"CC,DL",Leganés,es La Liga,25,1993,5.699999999999999,17,6.300000000000001,10,0,1,3,3,0,1,0.3,0,0,0,1,0,0
2105,Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,4,0.45,3,1,0,0,0,0,1,0.11,1,0,0,0,0,0
2106,Esteban Rolón,ar ARG,CC,Genoa,it Serie A,23,1995,11.6,23,1.98,15,1,2,2,3,0,0,0.0,0,0,0,0,0,0
2107,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,2,0.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2108,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,20,0.63,17,0,0,2,0,1,3,0.09,2,0,0,1,0,0
2109,Alaixys Romao,tg TOG,CC,Reims,fr Ligue 1,34,1984,35.1,34,0.97,29,0,1,2,2,0,5,0.14,4,0,0,1,0,0
2110,Cristian Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26.0,14,0.54,11,1,0,1,1,0,3,0.12,1,0,0,1,1,0
2111,Oriol Romeu,es ESP,CC,Southampton,eng Premier League,26,1991,23.7,31,1.31,25,0,0,6,0,0,3,0.13,2,0,0,1,0,0
4225,Rômulo,it ITA,"CC,DL",Genoa,it Serie A,31,1987,23.6,63,5.130000000000001,39,17,3,3,0,1,5,0.43000000000000005,4,1,0,0,0,0
2114,Cristiano Ronaldo,pt POR,DL,Juventus,it Serie A,33,1985,29.9,145,4.85,92,2,10,23,17,1,14,0.47,8,0,1,4,1,0
4231,Facundo Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,18.6,8,0.94,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
2117,Salomón Rondón,ve VEN,DL,Newcastle Utd,eng Premier League,28,1989,28.9,73,2.52,61,0,2,7,2,1,11,0.38,7,0,0,4,0,0
2118,Valentin Rongier,fr FRA,CC,Nantes,fr Ligue 1,23,1994,35.8,175,4.88,116,39,5,8,6,1,12,0.33,8,2,1,1,0,0
2119,Marten de Roon,nl NED,CC,Atalanta,it Serie A,27,1991,33.1,89,2.69,82,0,1,2,1,3,8,0.24,8,0,0,0,0,0
2120,Roberto Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,40,2.06,26,6,2,3,0,3,4,0.21,4,0,0,0,0,0
2121,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,28,1990,20.0,60,3.0,38,6,4,4,6,2,9,0.45,6,1,0,1,1,0
2122,Valentin Rosier,fr FRA,"DF,CC",Dijon,fr Ligue 1,21,1996,16.2,32,1.97,26,2,2,0,2,0,5,0.31,4,0,1,0,0,0
2123,Luca Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,4,0.2,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0
2124,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,27,1991,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2125,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,57,2.08,44,3,6,4,0,0,9,0.33,8,0,1,0,0,0
2126,Nolan Roux,fr FRA,DL,Guingamp,fr Ligue 1,30,1988,17.1,42,2.46,25,0,1,5,10,1,3,0.18,2,0,0,0,1,0
2127,Aaron Rowe,eng ENG,DL,Huddersfield,eng Premier League,17,2000,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2128,Waldo Rubio,es ESP,CC,Valladolid,es La Liga,22,1995,5.5,15,2.74,12,1,2,0,0,0,1,0.18,1,0,0,0,0,0
2129,John Ruddy,eng ENG,PO,Wolves,eng Premier League,31,1986,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2130,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,32,1.0,26,0,0,5,0,1,3,0.09,1,0,0,2,0,0
2131,Sebastian Rudy,de GER,CC,Schalke 04,de Bundesliga,28,1990,15.1,31,2.06,26,3,0,1,0,1,1,0.07,1,0,0,0,0,0
2132,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,31,1986,37.0,2,0.05,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2133,Daniele Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15.0,4,0.27,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2134,Mário Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,60,3.81,55,2,1,0,2,0,4,0.25,4,0,0,0,0,0
2135,Abel Ruiz,es ESP,DL,Barcelona,es La Liga,18,2000,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2136,Fabián Ruiz Peña,es ESP,CC,Napoli,it Serie A,22,1996,22.1,128,5.78,107,0,12,4,1,4,9,0.41,5,0,3,0,0,1
2137,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,21,0.96,20,0,0,1,0,0,3,0.14,2,0,0,1,0,0
2138,Gerónimo Rulli,ar ARG,PO,Real Sociedad,es La Liga,26,1992,27.0,5,0.19,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0
2139,Lukas Rupp,de GER,"CC,DF",Hoffenheim,de Bundesliga,27,1991,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2140,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,4,0.95,3,0,0,0,1,0,1,0.24,1,0,0,0,0,0
2141,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,26,1992,34.0,3,0.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2142,Frederik Rønnow,dk DEN,PO,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2143,Idriss Saadi,dz ALG,"DL,CC",Strasbourg,fr Ligue 1,26,1992,0.1,1,9.0,1,0,0,0,0,0,1,9.0,1,0,0,0,0,0
2144,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,36,1.7,29,0,3,1,3,0,1,0.05,1,0,0,0,0,0
2145,Abdelhamid Sabiri,ma MAR,DL,Huddersfield,eng Premier League,21,1996,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2146,Marcel Sabitzer,at AUT,CC,RB Leipzig,de Bundesliga,24,1994,26.1,83,3.18,67,2,1,9,3,1,7,0.27,6,0,0,1,0,0
2147,Ihsan Sacko,fr FRA,DL,Nice,fr Ligue 1,21,1997,4.9,13,2.65,9,0,1,1,2,0,3,0.61,1,0,0,1,1,0
2148,Nuri Şahin,tr TUR,CC,Werder Bremen,de Bundesliga,29,1988,16.4,32,1.95,22,7,0,2,0,1,1,0.06,0,1,0,0,0,0
2149,Samuel Şahin-Radlinger,at AUT,PO,Hannover 96,de Bundesliga,25,1992,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2150,Wesley Saïd,fr FRA,"DL,CC",Dijon,fr Ligue 1,23,1995,25.0,66,2.64,38,4,11,9,2,2,7,0.28,2,0,3,2,0,0
2151,Allan Saint-Maximin,fr FRA,DL,Nice,fr Ligue 1,21,1997,32.2,139,4.31,72,7,40,8,12,0,11,0.34,5,0,4,0,2,0
2152,Théo Sainte-Luce,fr FRA,CC,Nîmes,fr Ligue 1,19,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2153,Romain Saïss,ma MAR,"CC,DF",Wolves,eng Premier League,28,1990,12.8,13,1.02,12,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2154,Samuel Sáiz,es ESP,CC,Getafe,es La Liga,27,1991,3.4,10,2.95,5,3,2,0,0,0,0,0.0,0,0,0,0,0,0
2155,Bukayo Saka,eng ENG,DL,Arsenal,eng Premier League,16,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2156,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,70,2.65,53,8,0,2,5,2,7,0.27,6,1,0,0,0,0
2157,Diafra Sakho,sn SEN,DL,Rennes,fr Ligue 1,28,1989,1.6,2,1.25,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
2158,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,18,0.67,15,2,1,0,0,0,1,0.04,1,0,0,0,0,0
2159,Bakary Sako,ml MLI,DL,Crystal Palace,eng Premier League,30,1988,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2160,Emiliano Sala,ar ARG,DL,Nantes,fr Ligue 1,27,1990,15.2,39,2.56,31,0,1,0,6,1,4,0.26,3,0,0,0,1,0
2161,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,38,2.25,30,2,3,1,1,1,6,0.36,6,0,0,0,0,0
2162,Mohamed Salah,eg EGY,DL,Liverpool,eng Premier League,26,1992,36.1,160,4.43,104,4,26,12,14,0,21,0.58,8,1,4,3,5,0
2163,Bartosz Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,15,0.78,14,0,0,0,0,1,1,0.05,1,0,0,0,0,0
2164,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,3,0.59,3,0,0,0,0,0,1,0.2,1,0,0,0,0,0
2165,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,4,0.28,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
4333,Yannis Salibur,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,27,1991,10.0,49,4.98,27,3,6,9,4,0,6,0.61,2,2,0,0,2,0
2168,Roland Sallai,hu HUN,CC,Freiburg,de Bundesliga,21,1997,5.9,13,2.22,8,0,1,2,2,0,0,0.0,0,0,0,0,0,0
2169,Edgar Salli,cm CMR,"DL,CC",Nürnberg,de Bundesliga,25,1992,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2170,Brice Samba,fr FRA,PO,Caen,fr Ligue 1,24,1994,38.0,8,0.21,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2171,Junior Sambia,fr FRA,"CC,DL",Montpellier,fr Ligue 1,21,1996,10.3,46,4.46,23,11,5,1,6,0,3,0.29,0,1,1,0,1,0
2172,Paolo Sammarco,it ITA,CC,Frosinone,it Serie A,35,1983,6.1,19,3.09,14,1,2,1,0,1,0,0.0,0,0,0,0,0,0
2173,Frédéric Sammaritano,fr FRA,"DL,CC",Dijon,fr Ligue 1,32,1986,6.0,14,2.34,11,1,0,1,0,1,1,0.17,1,0,0,0,0,0
2174,Mikel San José,es ESP,CC,Athletic Club,es La Liga,29,1989,19.3,30,1.56,27,0,2,1,0,0,3,0.16,2,0,0,1,0,0
4351,Antonio Sanabria,py PAR,DL,Genoa,it Serie A,22,1996,17.5,26,2.99,17,0,2,2,5,0,1,0.11,0,0,0,0,1,0
2177,Renato Sanches,pt POR,CC,Bayern Munich,de Bundesliga,20,1997,6.4,32,4.99,16,4,7,1,3,1,4,0.62,1,0,1,1,0,1
2178,Alexis Sánchez,cl CHI,"DL,CC",Manchester Utd,eng Premier League,29,1988,9.8,45,4.6,33,0,5,2,5,0,6,0.61,4,0,0,2,0,0
2179,Carlos Sánchez,co COL,CC,West Ham,eng Premier League,32,1986,2.7,7,2.57,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2180,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,14,0.65,12,0,0,2,0,0,2,0.09,0,0,0,2,0,0
2181,Javi Sánchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2182,Víctor Sánchez,es ESP,CC,Espanyol,es La Liga,30,1987,14.1,24,1.71,20,2,0,0,1,1,1,0.07,1,0,0,0,0,0
2183,Jadon Sancho,eng ENG,"DL,CC",Dortmund,de Bundesliga,18,2000,27.3,138,5.05,96,17,15,3,7,0,32,1.17,24,2,2,1,3,0
4369,Sandro,br BRA,CC,Udinese,it Serie A,29,1989,14.5,30,4.08,25,0,1,2,0,2,2,0.25,2,0,0,0,0,0
2186,Alex Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,77,2.9,69,2,2,1,2,1,6,0.23,5,0,0,0,0,1
2187,Leroy Sané,de GER,DL,Manchester City,eng Premier League,22,1996,20.7,87,4.2,53,9,14,6,4,1,15,0.72,13,0,2,0,0,0
2188,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29.0,24,0.83,21,0,1,1,1,0,2,0.07,2,0,0,0,0,0
2189,Luca Sangalli,es ESP,"CC,DL",Real Sociedad,es La Liga,23,1995,11.1,25,2.25,14,0,2,1,6,2,3,0.27,2,0,0,0,1,0
2190,Ibrahim Sangaré,ci CIV,CC,Toulouse,fr Ligue 1,20,1997,27.4,56,2.04,46,1,2,5,2,0,3,0.11,1,0,0,2,0,0
2191,Younousse Sankharé,sn SEN,CC,Bordeaux,fr Ligue 1,28,1989,16.4,40,2.44,32,1,3,1,2,1,3,0.18,3,0,0,0,0,0
2192,Baissama Sankoh,gn GUI,"CC,DL",Caen,fr Ligue 1,26,1992,7.2,7,0.97,4,0,0,1,2,0,1,0.14,1,0,0,0,0,0
2193,Yaya Sanogo,fr FRA,DL,Toulouse,fr Ligue 1,25,1993,13.8,37,2.68,20,0,2,11,4,0,5,0.36,2,0,0,2,1,0
2194,Morgan Sanson,fr FRA,CC,Marseille,fr Ligue 1,23,1994,26.7,67,2.51,53,0,4,2,5,3,9,0.34,6,0,1,1,1,0
4391,Nicola Sansone,it ITA,DL,Bologna,it Serie A,26,1991,13.1,52,6.53,36,1,2,5,7,1,9,3.13,6,1,0,1,1,0
2197,Baptiste Santamaria,fr FRA,CC,Angers,fr Ligue 1,23,1995,36.1,48,1.33,36,0,4,3,4,1,3,0.08,3,0,0,0,0,0
2198,Roberto Santamaría,es ESP,PO,Huesca,es La Liga,33,1985,20.0,7,0.35,3,4,0,0,0,0,1,0.05,1,0,0,0,0,0
2199,Federico Santander,py PAR,DL,Bologna,it Serie A,27,1991,22.9,71,3.09,56,1,0,10,4,0,4,0.17,4,0,0,0,0,0
2200,Davide Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,28,2.5,22,2,0,0,4,0,3,0.27,1,0,0,0,2,0
